#MainDesig,ProbClass,ProbProb
448537,Ad,0.92
174232,Ad,0.36
36857,Ad,0.92
71305,Ad,0.83
140469,Ad,0.62
17057,V,1.00
20247,V,0.99
66379,Ad,0.47
127997,Ad,0.39
30548,Ad,0.98
23839,S,0.59
50331,Kl,0.34
82469,Ad,0.72
40446,S,0.75
21749,S,0.80
3483,Kl,0.59
240132,Bk,0.28
301698,Kl,0.47
7363,S,0.68
61059,Ad,0.70
23666,Kl,0.33
5252,Kl,0.99
72330,V,0.76
25342,V,0.80
11930,Ad,0.49
16367,C,0.40
120258,Ad,0.90
30408,D,0.54
76028,Ad,0.54
35994,Xt,0.30
47143,Kl,0.71
249879,V,0.80
38551,S,0.45
148388,Ad,0.88
103042,V,1.00
60849,Ad,0.82
16481,Bk,0.99
12797,Ad,0.45
42941,Ad,0.99
39875,Kl,0.47
4245,Cgx,0.49
5248,Ad,0.99
249855,Bk,0.35
20509,Ad,0.93
17151,S,0.55
73475,D,0.95
40439,Ad,0.67
79917,S,0.52
17780,Xt,0.55
35386,Bk,0.85
165142,V,1.00
138502,Bk,0.46
41558,V,1.00
188188,Bk,0.50
69201,Bk,0.39
49021,S,0.95
16897,Ad,0.80
19502,S,0.98
114408,C,0.30
57821,Kl,0.22
48845,Ad,0.76
172394,Ad,0.39
108904,V,0.93
46155,Ad,1.00
9492,Ad,0.39
2348,Xt,0.45
7973,Ad,0.57
50189,Ad,0.88
15233,S,0.55
22032,Ad,0.53
84452,Ad,0.64
52791,Ad,0.70
18782,Ad,0.94
24266,Kl,0.29
21967,Xt,0.64
31007,V,0.43
297074,C,0.27
307566,V,0.80
96377,Kl,0.29
13698,S,0.97
42644,V,1.00
2014 SN192,S,0.51
62613,Cgx,0.31
48409,Kl,0.54
173424,Ad,0.26
182323,D,0.50
308914,S,0.87
260539,Kl,0.32
404800,Ad,0.76
306671,Ad,0.49
73738,S,0.53
62831,Kl,0.99
247092,S,0.47
76235,Kl,0.43
18588,S,0.39
486,Ad,0.91
204511,Ad,0.85
9020,Xt,0.36
80001,C,0.55
17047,D,0.36
108425,Ad,0.41
35062,V,1.00
113058,S,0.23
30864,V,0.98
59467,Ad,0.41
72264,Kl,0.38
38879,V,1.00
20348,D,0.37
33385,V,1.00
243251,S,0.99
49499,Ad,0.41
12535,Ad,0.50
10234,Cgx,0.34
46202,Ad,0.73
97196,S,0.83
7659,S,0.98
213578,S,0.21
16453,V,0.51
135726,Ad,0.99
149668,Ad,0.26
76983,Kl,0.72
33844,Ad,0.97
15756,V,1.00
27089,V,0.40
9038,S,1.00
40702,S,0.34
44213,Kl,0.77
16563,Ad,0.79
129808,Ad,0.43
2214,D,0.63
242684,Ad,0.70
42944,Xt,0.35
358469,Ad,0.98
103629,S,0.90
108623,Ad,0.91
107876,Ad,0.46
45650,S,0.38
11616,Ad,0.93
67509,S,0.98
169647,V,0.99
2014 DE103,Ad,0.72
210578,Ad,0.81
313406,S,0.46
133853,Ad,0.56
17879,S,0.98
17159,S,0.91
67565,Kl,0.83
249071,Ad,0.86
173024,Ad,0.43
72416,S,0.48
179548,Ad,0.98
316698,S,0.48
25969,Kl,0.41
98654,V,1.00
81704,S,1.00
71971,S,0.45
181221,C,0.23
170919,Ad,0.68
59815,S,0.57
15463,Cgx,0.43
115498,S,0.82
344013,Ad,0.79
63830,Ad,0.54
75382,Kl,0.82
100513,V,0.84
356727,V,0.32
140898,S,0.59
27349,Xt,0.41
20456,Kl,0.44
258109,Ad,0.73
435404,Kl,0.39
65408,Kl,0.56
171301,V,0.81
414755,S,0.40
134441,S,0.80
332043,Ad,0.78
41770,Ad,1.00
70393,V,1.00
62403,Ad,0.50
287142,Ad,0.92
46411,S,0.40
12308,Ad,0.77
98032,Ad,0.68
176800,Kl,0.32
309948,S,0.35
426039,Ad,0.73
135946,D,0.76
208001,Ad,0.64
16643,Xt,0.71
213101,V,0.99
47762,Kl,0.71
16997,S,0.85
90052,Ad,0.28
16277,Xt,0.52
176590,D,0.25
7577,Xt,0.41
31734,Kl,0.34
138301,Ad,0.98
46294,Ad,0.57
176345,D,0.65
96340,Ad,0.41
97000,Ad,0.44
99397,Kl,0.29
160172,Ad,0.70
7106,S,1.00
36834,V,1.00
145086,Kl,0.50
67801,Kl,0.45
165184,S,0.86
205049,Ad,0.77
400052,Ad,0.93
111809,S,0.36
175367,Kl,0.29
183485,C,0.20
106031,Xt,0.37
140769,Ad,0.47
83448,Ad,0.83
51368,V,1.00
401199,Ad,0.87
34448,Kl,0.41
117777,Xt,0.33
52724,Kl,0.43
61660,C,0.41
316182,S,0.41
247967,S,0.40
484171,Ad,0.87
48022,S,0.53
363352,S,0.68
36644,V,1.00
19479,Cgx,0.46
1210,Kl,0.52
288007,Ad,0.52
250385,Kl,0.20
106511,V,0.89
5983,S,0.31
2277,S,0.93
17717,S,0.81
248913,Kl,0.42
175000,Bk,0.43
168209,Kl,0.36
96715,V,0.74
91427,Kl,0.52
180033,S,0.54
98490,V,1.00
461217,Ad,0.61
71975,Kl,0.40
106346,Ad,0.94
76407,Kl,0.53
138469,Bk,0.49
75836,Kl,0.44
203669,Ad,0.82
81271,C,0.66
19590,Xt,0.43
135013,S,0.94
240685,Ad,0.73
104224,Cgx,0.60
38946,Ad,0.44
49918,S,0.84
6300,C,0.41
60950,S,1.00
73097,Ad,0.88
34659,Ad,0.83
43264,S,1.00
61865,Ad,0.89
40753,S,0.74
143030,S,0.81
74058,Ad,0.49
118013,Kl,0.49
36937,Kl,0.28
250550,Kl,0.29
92378,Cgx,0.50
244294,Ad,0.83
44805,V,1.00
43327,S,1.00
244101,Ad,0.88
126621,Kl,0.38
250767,Ad,0.56
291932,V,0.92
72372,Ad,0.53
365498,S,0.82
5846,S,0.85
23996,Xt,0.38
8155,Kl,0.65
47455,S,0.92
102932,S,0.85
95505,Bk,0.57
57722,S,0.82
3954,V,1.00
1744,S,1.00
30655,S,1.00
32656,S,0.32
98239,Kl,0.73
81231,Ad,0.85
94232,Kl,0.28
103834,S,0.75
42412,Kl,0.24
77153,Ad,0.69
185191,Kl,0.31
50146,S,0.62
210758,V,0.79
40963,Ad,0.77
253254,S,0.38
6480,S,0.80
107821,V,0.63
121289,Cgx,0.28
180537,S,0.54
47253,Kl,0.50
7823,V,1.00
259730,Ad,0.73
322744,V,1.00
91710,Xt,0.44
106651,Ad,0.96
451107,Ad,0.64
176845,Ad,0.54
34162,D,0.29
88867,S,0.23
59900,Xt,0.30
15876,Kl,0.45
101884,Kl,0.30
90660,Kl,0.49
142811,Ad,0.89
117969,Kl,0.61
56191,Cgx,0.63
7077,C,0.61
25201,S,0.81
143102,Ad,0.62
106312,Bk,0.42
40400,Bk,0.32
216202,Ad,0.95
83410,S,0.83
22470,Kl,0.44
256046,Ad,0.36
136258,S,0.97
3981,C,0.95
254789,S,0.30
180977,Kl,0.60
243658,C,0.34
177817,Kl,0.27
81051,Ad,0.35
261951,Kl,0.22
71960,V,1.00
62539,Kl,0.78
4425,S,0.94
334549,Xt,0.25
49785,Kl,0.41
2008 BH31,Ad,0.34
357930,Ad,0.52
184964,Bk,0.44
121336,Ad,0.97
144768,S,0.68
254212,Bk,0.34
18742,S,0.97
48112,V,1.00
36609,Kl,0.56
108599,C,0.29
77684,Ad,0.39
26629,S,0.89
17953,Kl,0.37
248448,Ad,0.25
16937,Kl,0.44
62088,Kl,0.18
45373,V,0.36
2642,S,0.69
145463,Kl,0.31
64980,S,0.46
14856,S,0.70
44726,Ad,0.49
171278,C,0.56
378013,C,0.23
58902,Kl,0.89
109901,V,0.55
315845,Ad,0.43
260625,Ad,0.78
25376,Bk,0.45
44729,Kl,0.44
256862,Ad,0.69
316199,Kl,0.28
25175,S,0.97
119880,Ad,0.81
139512,S,0.69
105476,Kl,0.30
13773,Kl,0.47
19027,Kl,0.75
138181,Ad,0.32
253847,V,0.39
141391,Kl,0.44
169575,Ad,0.38
321273,V,1.00
104129,Kl,0.50
35555,S,0.96
7608,D,0.51
365550,Ad,0.29
53192,S,0.99
146899,Ad,0.46
36799,S,0.89
88520,Ad,0.66
288242,Ad,0.43
208666,V,0.80
149329,S,0.28
44110,Xt,0.30
63034,Ad,0.46
245519,C,0.39
177645,Bk,0.45
257322,C,0.36
2010 SM29,Ad,0.44
180288,Kl,0.61
110243,S,0.68
181322,V,0.55
347881,C,0.30
213415,Bk,0.40
7755,C,0.88
138679,Kl,0.72
112789,Ad,0.49
75026,S,0.79
67708,Kl,0.36
179197,Bk,0.86
215658,Ad,0.25
111818,C,0.69
63925,Cgx,0.36
65745,Xt,0.59
41092,Bk,0.73
250894,Ad,0.58
129246,V,0.33
279462,V,0.94
254757,Ad,0.37
180677,Bk,0.49
94081,Kl,0.31
276682,Ad,0.61
62337,V,0.43
52389,S,0.98
3789,C,1.00
212765,Kl,0.30
25251,S,0.93
292043,Ad,0.95
18785,S,0.99
114858,V,1.00
149965,S,0.50
146585,Ad,0.82
202784,Ad,0.87
102009,Kl,0.45
67386,S,0.82
138256,Ad,0.77
105169,Ad,0.64
29809,C,0.37
441385,Ad,0.96
101997,V,0.99
24048,S,0.93
216538,Ad,0.75
180341,Kl,0.45
152362,Ad,0.45
250217,Kl,0.41
38534,Kl,0.35
110265,Ad,0.90
101910,S,0.48
23659,C,0.31
100382,S,0.65
186513,S,0.38
22224,S,0.57
244478,Kl,0.57
184859,D,0.30
154904,C,0.24
325417,Ad,0.79
101151,S,0.92
28058,S,0.93
255219,S,0.26
212417,Ad,0.40
81042,Ad,0.32
24660,S,0.55
90513,Kl,0.38
93663,Kl,0.45
95069,S,0.78
268069,Ad,0.84
104157,Kl,0.51
199993,Bk,0.25
121159,C,0.21
66607,Ad,0.67
381990,Kl,0.40
195874,Ad,0.32
40670,Kl,0.28
21646,S,0.79
71396,D,0.62
22746,C,0.33
101755,Kl,0.52
77370,D,0.47
59553,Ad,0.29
195462,V,0.69
27949,Kl,0.46
369899,S,0.26
114819,Kl,0.41
127353,Ad,0.51
59454,Kl,0.44
82958,Bk,0.60
6781,C,0.78
464267,Ad,0.88
40392,Ad,0.56
3871,C,0.99
230776,Xt,0.28
76437,Kl,0.68
192632,Ad,0.43
162888,V,0.50
11601,D,0.73
281580,Ad,0.68
91417,Kl,0.41
94384,S,0.90
160890,Kl,0.24
122695,S,0.47
195875,Kl,0.38
132965,Kl,0.35
96858,D,0.35
25329,D,0.64
66557,Ad,0.30
2196,Xt,0.87
235704,Kl,0.23
192511,Ad,0.94
26784,Kl,0.80
37873,Kl,0.39
353795,Ad,0.45
6513,Kl,0.99
235385,C,0.20
34750,D,0.70
18858,Xt,0.38
91725,Kl,0.29
62268,Ad,0.58
196016,Kl,0.27
279764,S,0.57
20008,S,0.95
192758,S,0.77
97741,D,0.39
55907,Ad,0.56
37591,Kl,0.37
458109,S,0.59
72280,Ad,0.64
280546,Ad,0.38
198358,Ad,0.51
5526,S,0.99
66439,Xt,0.48
11734,S,0.78
201707,Xt,0.48
104893,Bk,0.83
195348,S,0.65
40043,Xt,0.44
133000,Xt,0.22
234563,V,0.87
370624,C,0.59
416289,Ad,0.50
41223,Bk,0.37
200736,Ad,0.62
116473,V,0.90
64301,D,0.52
130985,S,0.94
93763,S,0.86
11157,Ad,0.48
88554,D,0.26
200921,Ad,0.83
39182,S,0.47
44418,Ad,0.50
238992,Bk,0.46
4850,Xt,0.40
1335,S,0.91
301633,Ad,0.79
45628,Ad,0.47
70826,Ad,0.73
32580,V,0.77
84903,Ad,0.92
89176,Kl,0.63
1074,C,0.97
27770,V,1.00
59433,Kl,0.38
237820,Ad,0.64
342436,Ad,0.76
17744,S,0.87
124194,Ad,0.45
126078,S,0.93
7995,Xt,0.36
125472,Ad,0.27
87314,Ad,1.00
60976,S,0.71
64221,Ad,0.55
194545,Ad,0.67
229232,Ad,0.67
93837,Kl,0.40
358438,Kl,0.44
57475,S,0.87
69504,Cgx,0.39
73230,D,0.32
11999,Xt,0.70
232213,Ad,0.82
44900,Xt,0.62
44267,S,0.75
57104,V,1.00
36531,D,0.23
28300,Kl,0.92
46613,Ad,0.56
2110,S,0.66
69806,S,0.31
236067,Ad,0.55
69864,Ad,0.41
81391,Ad,0.70
24783,Kl,0.29
37358,S,0.23
77933,Ad,0.98
48197,Kl,0.78
26631,C,0.51
73571,Ad,0.53
45143,Ad,0.30
77553,S,0.60
7455,S,0.99
85435,Kl,0.48
6853,V,1.00
107331,Ad,0.95
29618,C,0.45
131633,Ad,0.80
161990,Bk,0.57
194553,Ad,0.55
66750,Ad,0.76
37511,V,0.73
120563,V,0.40
1095,Xt,0.47
68258,S,0.85
50638,Ad,0.68
3688,C,1.00
15661,V,0.56
68524,S,0.79
85303,Ad,0.94
51813,Kl,0.60
35797,S,0.69
238342,Ad,0.44
166916,D,0.42
18968,D,0.35
71626,S,0.80
82853,Kl,0.35
167586,Ad,0.82
238098,S,0.26
16393,V,1.00
32159,Kl,0.44
247938,S,0.46
2013 WG70,Kl,0.26
41033,S,0.55
435806,V,0.33
39023,S,0.94
142559,Ad,0.74
102961,S,0.50
121594,Ad,0.55
102211,S,0.89
17956,Ad,0.52
68879,V,1.00
21819,Bk,0.43
81308,S,0.75
168880,Ad,0.52
21786,C,0.53
110316,S,0.61
141801,Ad,0.67
17893,S,0.86
38347,Kl,0.60
70174,S,0.57
144075,Ad,0.95
164688,Ad,0.89
49206,S,0.34
38638,S,0.41
115340,Ad,0.29
173320,Kl,0.34
17915,Ad,0.49
105981,Ad,0.44
114180,Kl,0.36
167672,S,0.27
92188,Bk,0.66
57930,V,1.00
108916,C,0.59
26171,Cgx,0.61
7967,Kl,0.45
147098,S,0.79
41724,V,0.93
8495,S,0.83
83368,S,0.55
110210,Ad,0.82
49318,S,0.93
254715,Ad,0.25
147426,Ad,0.30
121331,Kl,0.22
6380,S,0.94
41773,S,0.29
116580,Ad,0.62
31775,V,1.00
250733,Ad,1.00
46949,S,0.81
182125,Ad,0.92
59941,Kl,0.59
87658,Kl,0.24
17619,S,0.88
19888,Kl,0.29
70833,V,0.51
136546,S,0.29
176839,Kl,0.27
48436,S,1.00
165171,S,0.18
31067,C,0.20
250172,V,0.52
177801,Ad,0.71
448540,V,0.49
70510,S,0.68
177305,V,0.34
216511,S,0.21
78890,V,0.62
250661,Ad,0.23
36756,Kl,0.61
55290,Kl,0.55
19969,V,1.00
362501,V,0.85
135746,S,0.58
283172,Ad,0.77
249728,Ad,0.70
210803,Ad,0.21
146543,C,0.61
169470,Ad,0.48
60078,S,0.76
126863,Ad,0.51
255012,Ad,0.99
140275,Xt,0.33
1982,S,1.00
144177,Ad,0.73
248550,Ad,0.76
48214,Kl,0.38
45440,Kl,0.49
249877,Ad,0.76
250475,Ad,0.70
43292,S,0.96
105529,C,0.25
28209,S,0.81
89782,S,0.45
184462,Ad,0.91
130607,Ad,0.56
208184,Kl,0.24
165178,Ad,0.82
13047,Ad,0.98
422716,S,0.55
1311,Ad,0.68
244748,S,0.62
251041,Ad,0.77
106316,Kl,0.65
116046,Xt,0.27
14165,C,0.42
11108,S,0.50
32412,C,0.40
245532,Ad,0.33
25411,S,0.79
84991,Kl,0.34
17257,S,0.91
248629,Ad,0.33
138453,Kl,0.39
65648,V,0.98
251363,V,0.75
139504,S,0.35
325054,Ad,0.48
22906,S,0.87
250507,V,0.50
62401,Ad,0.48
107859,Ad,0.20
179924,Ad,0.94
23210,C,0.73
179967,Ad,0.25
178715,Kl,0.22
40258,V,1.00
121593,C,0.23
36805,Ad,0.30
31092,Kl,0.32
1469,C,0.55
134412,V,0.96
27188,S,0.94
250184,S,0.65
36234,Xt,0.31
21263,S,0.52
52147,S,0.76
97880,Ad,1.00
138034,Ad,0.47
17667,Kl,0.68
34053,S,0.60
89939,Ad,0.44
81154,V,0.82
35877,Bk,0.28
115075,V,1.00
109456,V,0.50
96802,Ad,0.68
106447,Ad,0.57
105543,Kl,0.38
35550,C,0.28
249881,Ad,0.67
241977,V,0.99
21467,V,0.99
148438,Ad,0.59
115206,Ad,0.71
84444,Ad,0.82
213319,Kl,0.46
128295,Ad,0.93
114903,Ad,0.97
110320,Kl,0.23
49483,C,0.64
109176,Ad,0.28
67941,Xt,0.46
30631,Ad,0.27
107214,Ad,0.43
308126,Ad,0.37
308629,Ad,0.27
26533,Ad,0.98
61145,D,0.67
3178,C,0.51
174385,Ad,0.26
102438,Ad,0.98
146520,Ad,0.75
133342,Xt,0.29
14986,S,0.98
49882,S,0.83
213862,Ad,0.93
172878,S,0.81
187293,Ad,0.73
353326,Ad,0.99
34816,S,0.67
71510,Ad,0.43
252061,V,0.89
86215,Ad,0.99
250155,Kl,0.26
74668,S,0.52
65601,Ad,0.69
10592,S,0.67
119916,Ad,0.72
103580,Ad,0.71
9410,Xt,0.55
16115,C,0.69
173858,Ad,0.96
214666,S,0.42
145663,S,0.46
61431,V,1.00
111912,Ad,0.61
28940,Kl,0.31
247177,Ad,0.73
39253,S,0.86
363368,Ad,0.25
20302,V,1.00
4183,Ad,0.47
174626,V,0.95
168775,Kl,0.57
73257,Ad,1.00
10846,S,0.93
131826,S,0.79
50673,S,0.98
98474,Ad,0.24
140246,Ad,0.53
170205,V,0.56
84438,Ad,0.46
100063,Kl,0.26
241802,Ad,0.92
143967,Ad,0.46
46181,S,0.94
70694,V,1.00
114184,Xt,0.25
8126,Bk,0.98
34259,V,1.00
4693,V,1.00
136229,V,1.00
8481,Kl,0.35
165196,Xt,0.21
112192,V,0.98
52952,Ad,0.59
172425,V,0.79
23892,S,0.92
10403,S,0.76
39465,V,1.00
131810,Ad,0.92
44682,V,1.00
22892,V,1.00
130055,V,1.00
51370,S,0.29
11153,C,0.26
29113,S,0.47
176863,S,0.79
97018,S,0.20
62376,S,0.50
20984,Kl,0.48
50468,S,0.98
20787,Ad,0.51
12037,S,0.36
16352,V,1.00
139696,Ad,0.59
28466,Ad,0.44
11825,Ad,0.89
79852,Ad,0.31
111854,Ad,0.79
66701,S,0.58
10958,Ad,0.64
142802,Ad,0.85
59822,Ad,0.58
135657,S,0.42
151586,Ad,0.71
140983,S,0.86
211185,V,0.99
108501,V,0.48
365217,V,1.00
173517,S,0.36
99377,Ad,0.33
148866,Kl,0.63
152241,Ad,0.64
322818,Ad,0.56
137861,V,0.98
20578,Kl,0.51
15282,Ad,0.47
25547,S,0.94
66298,C,0.43
71953,Bk,0.28
181138,Ad,0.51
140389,Ad,0.37
105200,D,0.45
4254,S,0.94
15827,S,0.46
8584,Kl,0.45
5505,C,0.82
104468,Ad,0.42
3510,S,1.00
144129,Ad,0.86
11050,Kl,0.83
9004,C,0.79
73769,C,0.46
104505,Kl,0.54
52448,Kl,0.23
63074,Xt,0.26
176214,V,0.63
73661,Ad,0.64
210581,V,0.39
61921,Ad,0.75
177152,Ad,0.68
353953,Ad,0.57
83308,Ad,0.26
121404,Ad,0.70
2715,S,0.99
41481,S,0.42
67925,S,0.94
19670,Kl,0.67
21751,Ad,0.85
18850,V,0.91
171694,Ad,0.98
152852,Ad,0.99
61422,Ad,0.33
34941,Ad,0.82
2939,Bk,0.51
20287,S,0.57
46478,Kl,0.52
81664,Ad,0.36
73761,V,0.99
86195,C,0.30
70130,Ad,0.45
276635,Ad,0.89
32263,Ad,0.79
76137,S,0.68
108210,Ad,0.39
321743,S,0.68
130387,Ad,0.44
1008,Cgx,0.52
5492,Cgx,0.65
118055,Ad,0.41
24115,V,1.00
55488,S,0.86
16103,V,0.89
12612,V,1.00
12360,Ad,0.68
33688,Ad,0.84
621,C,1.00
253555,Ad,0.96
177291,Ad,0.26
31578,S,0.59
69454,Ad,0.99
251873,V,0.40
114646,S,0.42
136613,Kl,0.22
169599,S,0.89
35178,Kl,0.34
5758,V,1.00
59285,S,0.88
115105,S,0.47
59230,S,1.00
245799,Ad,0.47
102465,Kl,0.29
24737,S,0.97
149989,V,0.39
35128,Kl,0.46
41870,S,0.33
24726,Cgx,0.30
76170,Bk,0.35
20393,Kl,0.54
129796,Ad,0.62
57373,Ad,0.83
49243,Kl,0.30
22937,S,0.64
46310,Kl,0.30
110174,Ad,0.42
75258,Kl,0.61
39458,Ad,0.27
65235,Ad,0.35
81450,S,0.29
35334,Kl,0.27
142209,Ad,0.78
110596,Kl,0.30
629,D,0.96
43388,V,1.00
95688,S,0.35
52659,S,0.53
263294,V,0.51
108429,Ad,0.99
40802,V,1.00
65120,Bk,0.99
115438,C,0.30
128846,Kl,0.50
12256,Kl,0.62
253694,Ad,0.37
67844,Ad,0.81
142689,Ad,0.57
16423,S,0.98
44264,S,0.63
68037,V,0.98
15506,V,1.00
62414,S,0.94
175819,Ad,0.90
85250,Ad,0.78
172148,Ad,0.56
256686,V,0.97
78508,Ad,0.98
15396,Kl,0.34
55232,S,0.73
142603,Ad,0.87
49115,Kl,0.43
84172,S,0.22
119943,Ad,0.78
21031,Kl,0.90
7813,S,1.00
251170,Kl,0.46
3912,S,0.99
36688,Ad,0.45
4358,Xt,0.81
52443,S,0.99
39446,Ad,0.51
91869,Xt,0.23
74912,V,1.00
250751,Ad,0.66
50573,S,0.76
81198,V,0.29
49256,Kl,0.49
59773,Ad,0.78
38461,Kl,0.28
1519,Xt,0.45
74394,S,0.35
104495,V,0.57
70269,Ad,0.71
6319,Ad,1.00
22090,Ad,0.89
34206,S,0.47
62659,Ad,0.83
28397,V,0.84
18554,S,0.59
65743,Kl,0.37
86127,Kl,0.41
17096,S,1.00
52203,Kl,0.52
71815,Ad,0.45
141784,Bk,0.31
26527,S,0.83
11860,Cgx,0.44
139899,Ad,0.36
111774,Ad,0.89
38356,Kl,0.69
106961,Ad,0.42
48644,V,1.00
69580,Kl,0.29
10335,S,0.97
21807,Ad,0.35
31729,Kl,0.41
106721,Ad,0.62
40497,Ad,0.42
95640,Ad,0.69
214404,Ad,0.95
26661,Ad,0.87
173559,Ad,0.90
107414,Ad,0.87
74874,V,1.00
66256,S,0.50
102177,D,0.31
7130,S,0.81
149874,Kl,0.23
37230,Bk,0.44
67611,S,1.00
19237,S,0.71
72063,Ad,0.94
6231,Kl,0.78
21517,S,0.84
19117,Ad,0.20
143032,S,0.65
33996,S,0.63
20521,C,0.50
182454,Ad,0.58
74195,Ad,0.80
83211,Ad,0.84
17115,S,0.36
15294,S,0.99
137062,Kl,0.35
14306,Ad,0.95
102857,V,0.35
100469,Ad,0.37
34687,Kl,0.59
55216,V,0.77
45814,Ad,0.90
365426,Ad,0.50
12465,S,0.57
62379,Kl,0.20
83631,Xt,0.21
84416,S,0.50
185342,Ad,0.76
68399,S,0.50
26612,S,0.97
210744,Ad,0.59
110011,S,0.35
250359,V,0.53
74898,V,1.00
69716,S,0.33
100588,S,0.72
178283,S,0.43
89911,Kl,0.51
179888,Ad,0.61
135696,Ad,0.85
38639,S,0.47
3863,S,1.00
179939,Ad,0.50
184840,Ad,0.54
71784,S,0.60
36600,V,1.00
8177,Ad,0.40
37775,Ad,0.62
139990,Ad,0.74
7014,S,0.98
17896,Ad,0.85
12172,V,1.00
140189,Kl,0.24
118213,Ad,0.80
24945,S,0.45
51565,V,0.93
69488,C,0.27
60565,Kl,0.60
256284,V,0.64
35898,Ad,0.80
926,Xt,0.57
24520,C,0.82
11116,Ad,0.60
94114,Ad,0.41
46042,V,0.81
119920,Ad,0.57
8908,Bk,0.59
24346,Kl,0.38
401579,Ad,0.64
348033,Ad,0.45
63094,Ad,0.94
6410,Kl,0.83
55379,Kl,0.49
69452,Ad,0.54
402742,Ad,0.24
22881,C,0.51
29512,S,0.44
39254,Kl,0.32
148892,V,0.93
38142,Ad,0.54
282818,Ad,0.58
45536,Ad,0.30
98322,Ad,0.62
142767,Ad,0.88
174395,Ad,0.77
325799,Ad,0.45
5018,S,0.94
111441,Ad,0.54
143038,Ad,0.71
145699,S,0.64
139371,Ad,0.35
30853,S,0.66
176779,S,0.74
65561,Ad,0.47
9465,C,0.56
75179,Ad,0.44
81355,Ad,0.74
17762,S,0.62
19092,S,0.64
81332,Ad,0.65
18457,S,0.48
27419,Ad,0.94
9250,Ad,0.81
60079,Kl,0.33
3046,C,0.52
70092,V,0.94
146475,Ad,0.78
170430,Ad,0.68
176579,Ad,1.00
11200,S,0.99
112568,Ad,0.35
102601,V,1.00
72951,Ad,0.31
74786,Ad,0.29
173253,Ad,0.36
46995,S,0.72
103905,S,0.54
12196,V,0.96
17581,S,0.83
161784,Ad,0.51
179842,Ad,0.87
79026,Ad,0.50
27465,Ad,0.51
28649,S,0.45
74787,S,0.66
11694,S,0.70
254077,Ad,0.77
38440,Ad,0.63
57939,Ad,0.48
70801,V,0.93
38502,Kl,0.48
142403,Ad,0.93
31245,Ad,0.57
140160,Ad,0.52
44012,V,1.00
79077,Ad,0.92
1619,S,0.96
69472,Kl,0.59
69015,Ad,0.52
140615,Ad,0.35
15098,Ad,0.36
60863,Ad,0.83
104319,Kl,0.68
36138,Kl,0.43
8156,Kl,0.63
186448,Ad,0.32
176847,Ad,0.67
265672,Ad,0.93
32367,Kl,0.24
54398,Ad,0.63
130525,V,0.87
89462,Ad,0.39
185758,S,0.42
35754,Ad,0.77
29518,S,0.98
19883,V,0.58
121425,Kl,0.31
34077,Ad,0.89
183299,Ad,0.49
453618,Ad,0.63
31845,S,0.96
21466,V,0.90
62302,Ad,0.89
2951,D,0.51
69145,Ad,0.67
72373,V,0.79
17082,S,0.96
25213,V,0.44
47237,Ad,0.42
82462,Kl,0.58
18508,V,0.99
100485,V,1.00
9146,C,0.62
38100,Ad,0.38
38874,Ad,0.58
256092,Ad,0.52
168736,Ad,0.75
215308,Ad,0.35
35856,S,0.63
9854,S,0.87
99650,Ad,0.36
51173,Bk,0.39
174877,V,0.74
47046,Kl,0.41
45353,Kl,0.37
83440,Bk,0.53
77578,Ad,0.40
251120,S,0.76
52514,Ad,0.91
175779,Ad,0.99
176900,S,0.33
136844,Ad,0.32
34558,S,0.51
255984,Ad,0.78
174054,Ad,0.68
40488,Kl,0.25
41801,V,0.61
70145,V,1.00
72117,S,0.47
37680,Ad,0.59
23327,Ad,0.60
48012,Ad,0.63
183336,Kl,0.26
248918,Ad,0.64
148256,Ad,0.72
2469,D,0.89
5100,Bk,0.54
4444,V,1.00
13855,V,1.00
37375,Xt,0.35
152774,Ad,0.59
144376,Kl,0.41
3215,C,0.38
31411,D,0.68
14971,C,0.90
57072,Ad,0.58
118450,Kl,0.44
177803,Ad,1.00
141438,V,0.29
285437,S,0.30
19876,S,0.79
15846,V,1.00
108905,V,0.46
116950,Ad,0.63
91865,Xt,0.20
28285,V,0.87
37110,Kl,0.44
52201,Kl,0.27
49498,Ad,0.47
84187,Ad,0.67
8973,Ad,0.43
77836,V,0.41
20067,Ad,0.86
106175,Kl,0.36
2369,S,1.00
9097,Ad,0.77
325800,Ad,0.90
133193,Ad,0.63
91943,Ad,0.93
2208,Ad,1.00
110062,S,0.38
156274,Ad,0.63
85917,Ad,0.53
31761,Bk,0.99
93781,S,0.23
49280,Ad,0.77
14377,S,1.00
15638,Ad,0.85
110786,Ad,0.52
12340,V,1.00
6476,S,0.95
17697,Ad,0.29
84385,Ad,0.53
39838,V,0.47
15688,S,1.00
19163,V,0.82
15159,S,1.00
33387,Ad,0.45
71950,V,1.00
86180,Kl,0.42
5159,S,0.97
137104,V,0.53
62621,Ad,0.76
44149,V,0.94
83088,V,0.62
139624,Ad,0.76
10429,S,0.98
50734,Kl,0.49
103107,D,0.51
187925,Ad,0.96
76930,Ad,0.35
32229,Ad,0.75
30215,Ad,0.33
9064,V,1.00
71341,V,0.98
54405,Ad,0.53
2695,C,0.68
86328,Ad,0.69
44953,V,1.00
42564,Ad,0.80
40364,V,1.00
118462,Ad,0.92
40729,S,0.93
118414,Ad,0.24
35183,C,0.94
182384,Kl,0.32
30438,S,0.93
178700,Ad,0.76
