#MainDesig,ProbClass,ProbProb
9497,S,0.78
71280,Ad,0.39
6986,S,0.50
37490,C,0.31
3059,S,0.90
126151,S,0.88
324013,V,0.88
90633,Kl,0.44
2738,S,0.86
19991,S,0.90
7501,C,0.45
3378,Kl,0.41
127472,Ad,0.44
122390,Ad,0.51
112193,V,0.50
318985,S,0.41
226866,S,0.55
70266,S,0.37
113240,Ad,0.57
18628,D,0.47
297143,Ad,0.64
371053,Ad,0.31
277984,Ad,0.74
40708,V,1.00
163653,S,0.29
29396,S,0.57
110278,Kl,0.18
104654,S,0.35
27580,S,0.59
75765,Kl,0.31
173322,V,0.99
8640,Kl,0.49
42542,Kl,0.22
80284,S,0.55
375849,Ad,0.48
12118,S,0.49
112317,Ad,0.78
133585,Ad,0.40
49571,Bk,0.28
330159,Ad,0.87
18599,D,0.38
113020,S,0.46
109659,C,0.33
49744,S,0.64
72304,V,0.99
27088,V,1.00
93653,S,0.45
370727,Ad,0.67
87536,S,0.32
64430,V,0.75
12266,S,0.51
134907,Ad,0.46
7427,S,0.57
224387,Ad,0.91
4993,V,1.00
259641,Ad,0.50
111123,Bk,0.23
19573,V,1.00
182100,Ad,1.00
174593,D,0.41
21124,D,0.35
239889,Kl,0.27
31212,Kl,0.39
154875,Bk,0.32
18404,D,0.59
130285,Ad,0.87
3953,S,0.83
49122,S,0.96
93445,Ad,0.40
24269,S,0.81
41817,Xt,0.40
34032,S,0.86
75715,Ad,0.68
59050,C,0.32
83345,Kl,0.25
9074,Kl,0.36
132941,Bk,0.43
215619,Ad,0.41
84328,V,1.00
72976,Ad,0.53
59960,Kl,0.23
37989,Kl,0.33
77027,Kl,0.22
87973,S,0.90
259557,Ad,0.49
107428,V,0.90
429157,V,0.72
146310,Ad,0.83
101640,S,0.30
93922,Kl,0.48
180215,S,0.56
155319,S,0.67
55899,Kl,0.34
370380,Kl,0.22
128945,C,0.49
241942,Ad,0.66
279071,Ad,0.42
136955,V,0.85
42809,Ad,0.82
230437,Ad,0.91
264886,S,0.36
458580,Ad,0.84
255576,Ad,0.50
49532,S,0.40
1835,S,0.92
47727,Ad,0.60
66169,Ad,0.94
44009,C,0.32
75337,Ad,0.93
11376,S,0.33
137417,Kl,0.67
109321,S,0.95
77444,Kl,0.34
16545,Cgx,0.48
63372,Ad,0.65
29464,Kl,0.29
134278,Ad,0.88
255901,Ad,0.50
222251,S,0.60
46848,S,0.97
331734,Bk,0.25
418809,Ad,0.84
99840,S,0.21
48402,Bk,0.24
48002,Ad,0.53
371105,Ad,0.68
253523,Ad,0.50
119601,Ad,0.95
89278,S,0.63
97494,V,0.64
39219,Ad,0.31
23515,Ad,0.48
41129,Kl,0.26
46375,D,0.76
1732,Bk,0.56
25774,Xt,0.30
12899,S,0.83
62885,Kl,0.47
18243,S,0.70
26771,S,0.64
52015,S,0.99
72672,Ad,0.50
99766,Kl,0.29
7821,S,0.96
97629,Ad,0.74
28567,Ad,0.36
118092,V,0.50
66071,Kl,0.28
9137,S,0.85
150501,S,0.48
30951,V,0.95
3989,S,0.96
6957,S,0.92
56189,Kl,0.17
38894,Ad,0.72
59515,C,0.39
43239,Ad,0.81
69954,Ad,0.63
136440,S,0.32
60204,Ad,0.28
134700,Ad,0.93
120759,Ad,0.43
141855,Ad,0.80
100944,S,0.35
307331,Ad,0.23
9051,S,0.76
37533,C,0.22
74625,Ad,0.47
14285,Ad,0.24
155255,Ad,0.46
24261,V,1.00
26505,C,0.30
45734,C,0.26
24745,C,0.40
19166,D,0.47
46484,Ad,0.46
67792,V,1.00
117047,Ad,0.75
36672,Ad,0.30
92157,Kl,0.28
76050,Bk,0.36
574,S,0.89
11322,S,0.62
36912,C,0.27
9266,S,0.84
69731,S,0.44
30409,S,0.35
67825,Ad,0.23
97813,V,1.00
35085,S,0.99
1337,D,0.42
67451,Ad,0.28
11795,S,0.50
109277,Kl,0.22
80803,Ad,0.35
181679,Ad,0.91
25876,Kl,0.36
188089,Ad,0.41
156139,Ad,0.44
72447,Ad,0.58
44177,Ad,0.78
152448,S,0.63
107417,V,0.98
34892,S,0.96
327648,Ad,0.58
215207,S,0.37
5307,V,1.00
113701,C,0.20
62723,Kl,0.31
2802,S,0.82
81280,Ad,0.47
173245,Ad,0.41
333229,S,0.31
177327,S,0.52
259517,C,0.31
128942,Ad,0.88
93772,D,0.29
372789,S,0.64
45987,Kl,0.66
219683,C,0.61
193222,Bk,0.59
95613,Kl,0.36
232936,Ad,0.30
110576,Kl,0.32
85973,S,0.78
56760,Ad,0.55
69310,S,0.37
142419,Ad,0.31
19838,Ad,0.24
20165,Ad,0.92
142525,Ad,0.99
12022,Ad,0.49
22155,V,1.00
65894,Ad,0.65
6716,Kl,0.35
103573,Ad,0.82
81061,S,0.57
76318,Kl,0.19
52041,V,1.00
113672,S,0.66
77476,Ad,0.62
259490,V,0.53
125941,Ad,0.48
253435,Ad,0.98
124101,Ad,0.54
134924,Ad,0.27
224379,Ad,0.59
117122,Kl,0.24
21037,Kl,0.37
19881,S,0.70
137431,Kl,0.21
112601,S,0.93
331456,Ad,0.83
34398,S,0.99
76302,Ad,0.66
67518,S,0.92
183161,Kl,0.35
72962,Ad,0.61
18677,S,0.91
48713,D,0.24
23553,C,0.52
137126,Ad,0.80
44742,S,0.68
45682,Kl,0.43
217226,S,0.53
75661,V,1.00
183245,S,0.37
34173,Kl,0.33
320747,Ad,0.48
45712,C,0.39
147198,Ad,0.42
152005,S,0.82
219768,Kl,0.36
35959,S,0.85
369841,Ad,0.45
99483,S,0.22
372520,Ad,0.85
176062,Kl,0.21
25148,Bk,0.53
258789,Ad,1.00
221791,Ad,0.55
372120,Ad,0.69
152325,Ad,0.97
43374,Xt,0.27
15244,S,0.91
278170,Ad,0.50
21296,Ad,0.62
109593,C,0.27
16728,S,0.62
74845,S,0.64
118036,Ad,0.61
371447,S,0.42
175489,Ad,0.97
326799,Ad,0.63
89786,Kl,0.23
43801,C,0.54
98613,S,0.87
119165,Ad,0.80
62856,Kl,0.50
2002 PH150,Ad,0.59
99598,Ad,0.30
5830,S,0.78
19340,C,0.75
28840,Kl,0.51
372447,Ad,0.45
56769,S,0.85
372498,Kl,0.39
292908,Ad,0.96
196046,C,0.23
97602,Ad,0.44
27238,Kl,0.43
23522,V,1.00
6406,V,1.00
63843,Xt,0.45
331720,Ad,0.46
21380,S,0.93
417618,S,0.37
19680,V,1.00
69725,V,0.98
21834,Kl,0.55
156594,S,0.33
54218,S,0.80
233652,V,0.84
35874,S,0.71
195936,Ad,0.60
50845,Ad,0.43
199584,Ad,0.35
84944,Ad,0.40
258882,Ad,0.41
161463,C,0.27
329353,Ad,0.55
119388,Ad,0.40
70114,Xt,0.36
63346,V,0.93
1715,D,0.83
177268,V,0.89
72715,S,0.60
196111,S,0.39
79309,Kl,0.36
259704,S,0.54
258770,V,0.90
191810,Ad,0.41
375825,Ad,0.32
112303,V,0.83
98169,V,1.00
182113,S,0.89
53204,S,0.75
1270,S,0.79
149570,Ad,0.39
200034,Ad,0.67
215436,Kl,0.33
33674,S,0.99
81159,V,1.00
59701,Ad,0.75
77096,S,0.33
14836,Ad,0.55
3855,S,0.85
87387,S,0.98
22145,S,0.62
39061,S,0.90
329381,S,0.48
73170,V,1.00
38168,S,0.90
222745,Ad,0.30
88055,Kl,0.32
81001,V,0.98
38433,Kl,0.39
40373,V,1.00
215679,Ad,0.97
83438,S,0.70
174098,Bk,0.25
69984,C,0.42
182599,S,0.49
239173,Ad,0.54
220278,Kl,0.16
137491,S,0.31
173551,V,1.00
78348,D,0.29
26656,S,0.92
197507,D,0.19
118967,S,0.35
42296,Bk,0.31
118649,S,0.39
116066,S,0.68
29524,Ad,0.83
74583,S,0.76
198649,S,0.28
101797,Kl,0.22
195776,Bk,0.39
112087,V,1.00
89357,S,0.84
65220,Xt,0.40
141586,S,0.41
229306,Ad,0.39
127736,Ad,0.95
51511,V,1.00
77655,D,0.24
186456,S,0.26
226833,S,0.25
183842,V,0.97
168765,Cgx,0.29
229883,Ad,0.59
47837,V,0.83
74575,V,1.00
81769,S,0.79
197056,S,0.65
42226,Bk,0.69
10386,C,0.54
11508,S,0.99
2014 WE409,Ad,0.60
369444,Ad,0.42
120835,V,0.70
216052,V,1.00
142763,Bk,0.44
119496,V,0.63
88621,S,0.75
144895,S,0.72
37183,S,0.78
420211,Ad,0.43
77420,V,1.00
8207,S,0.92
19321,Kl,0.35
133837,S,0.35
290585,S,0.57
5524,V,1.00
62819,Bk,0.29
35892,S,0.98
263516,Ad,0.77
420124,Ad,0.45
420571,Ad,0.99
116677,V,1.00
372739,S,0.66
102941,V,1.00
230995,Ad,0.32
47476,V,0.99
11397,D,0.74
30449,S,0.91
47014,S,0.62
479124,V,0.68
17569,S,0.93
103732,Kl,0.30
108516,Kl,0.37
299006,S,0.54
176534,C,0.31
258551,Ad,0.68
393439,S,0.60
20490,S,0.95
101889,C,0.40
445528,Ad,0.48
87926,Kl,0.33
437986,Ad,1.00
41288,S,0.69
118162,Ad,0.55
1474,Bk,0.99
229944,Kl,0.24
86263,V,0.81
166834,Ad,1.00
3025,C,0.56
102934,Bk,0.78
286275,Ad,0.65
243889,S,0.66
88083,Ad,0.75
333474,Ad,0.75
76612,D,0.52
148382,Kl,0.38
248056,Kl,0.25
88069,Kl,0.46
300753,Ad,0.42
66416,S,0.89
300728,D,0.19
105638,Ad,0.60
204240,S,0.42
302111,Bk,0.77
443320,C,0.34
54908,C,0.60
297298,Ad,0.64
22688,S,0.94
477520,Ad,0.98
138639,Ad,0.31
193511,S,0.92
355603,Ad,0.78
91661,Ad,0.47
115647,Kl,0.29
393655,S,0.27
197480,V,0.88
398420,Ad,0.47
18901,C,0.71
444933,Kl,0.40
347487,Ad,0.70
102775,Kl,0.48
174156,Kl,0.52
241761,S,0.52
206588,Ad,0.34
243863,S,0.20
17370,D,0.77
116869,S,0.76
446751,S,0.59
112467,S,0.98
200449,Ad,0.97
298299,D,0.30
37699,Kl,0.22
117403,Ad,0.46
97256,S,0.94
289329,Ad,0.62
176593,C,0.22
308799,Ad,0.74
198844,V,0.81
44299,S,0.97
302589,Ad,0.93
33107,D,0.64
206379,Ad,0.92
66448,S,0.69
306419,Ad,0.86
66577,S,0.70
24108,S,0.91
279796,Ad,0.63
295833,Ad,0.31
88813,S,0.97
92026,Kl,0.61
176599,Ad,1.00
211257,S,0.56
38231,Kl,0.29
56930,Kl,0.45
249189,Bk,0.25
177902,C,0.45
168425,Kl,0.36
100551,Kl,0.37
172151,S,0.37
2661,Cgx,0.38
300387,S,0.90
205384,S,0.39
42538,S,0.95
176436,Kl,0.36
2006 QS185,S,0.56
177838,Ad,0.57
260844,Ad,0.46
309100,Ad,0.21
108452,S,0.69
105867,D,0.31
179428,Kl,0.31
41287,Bk,0.53
116347,Ad,0.94
356362,Ad,0.60
106682,S,0.36
62584,Kl,0.53
179370,Ad,0.40
43946,S,0.98
206563,S,0.61
355571,Ad,0.98
152686,Ad,0.89
114620,Ad,0.41
169771,Ad,0.59
147585,Xt,0.35
134995,D,0.50
106044,Kl,0.33
106708,Kl,0.17
96182,S,0.79
88926,Kl,0.38
284907,V,1.00
72286,S,0.71
180773,Kl,0.54
208851,Ad,0.79
58957,Kl,0.50
162248,C,0.21
69319,S,0.66
142591,S,0.57
248963,Ad,0.85
87228,Kl,0.42
303728,Ad,0.51
356365,Ad,0.85
87622,Ad,0.34
13484,S,0.92
58518,C,0.65
149354,S,0.90
394046,Ad,0.59
172359,S,0.47
44687,S,0.98
44553,S,0.85
105354,C,0.19
438848,Kl,0.24
206730,S,0.82
82704,S,0.81
31087,Bk,0.85
475272,Ad,0.20
168426,Ad,0.31
305363,V,0.72
469170,Ad,0.81
52597,S,0.40
247395,Ad,0.29
51226,S,0.98
446405,S,0.56
254871,Kl,0.21
86253,S,0.48
345085,Ad,0.63
207155,S,0.26
45333,Cgx,0.39
111608,S,0.61
42725,S,0.93
293153,Ad,0.99
307766,Ad,0.53
135922,S,0.72
311470,Ad,0.48
118080,Ad,0.23
50657,Kl,0.67
122262,Kl,0.68
162327,Ad,0.94
476459,Bk,0.24
147808,Ad,0.39
17441,S,0.88
38026,S,0.82
11936,S,0.91
7354,S,0.88
2487,Cgx,0.49
11168,S,0.43
118810,Ad,0.47
127622,Ad,0.81
68025,Ad,0.66
181973,S,0.37
63230,Ad,0.68
157718,Ad,0.47
81468,V,0.69
102086,Ad,0.49
23256,S,0.38
252319,S,0.46
16154,Kl,0.43
22322,V,1.00
7572,S,0.93
22865,S,0.76
8939,S,0.63
241473,Kl,0.54
21963,Kl,0.35
29852,Ad,0.55
19029,Ad,0.56
86116,Kl,0.22
119816,Ad,0.31
18698,Ad,0.26
41609,Kl,0.51
100822,Ad,0.54
167041,Ad,0.97
222027,S,0.91
147758,S,0.58
11043,Ad,0.65
25119,C,0.36
195443,Ad,0.43
115313,Ad,0.50
37061,Kl,0.17
94108,Kl,0.58
1234,Kl,0.55
4126,Cgx,0.30
17694,S,0.77
15102,Kl,0.45
13590,C,0.23
17032,S,0.57
41361,S,0.47
35688,S,0.88
96144,S,0.36
45090,S,0.98
74391,Ad,0.56
250551,C,0.37
283114,V,1.00
306394,Ad,0.37
121283,Ad,0.63
83657,S,0.89
140326,Bk,0.41
9987,Ad,1.00
241112,Ad,0.83
21521,Kl,0.90
30893,V,1.00
17958,Ad,0.67
114780,S,0.47
4238,S,0.95
234157,Ad,0.83
121077,V,0.53
123320,Ad,0.79
72764,Ad,0.74
61265,Ad,0.75
72241,S,0.32
17077,Ad,0.86
94688,Xt,0.22
69525,Ad,0.58
17962,Ad,0.71
165278,V,1.00
132681,Ad,0.50
94191,Kl,0.35
12221,Ad,0.86
3411,D,0.51
59525,Ad,0.19
24179,D,0.43
10449,Kl,0.32
95899,Ad,0.91
193465,Ad,0.48
16726,S,0.59
30545,Xt,0.49
9595,Ad,0.50
19846,Ad,0.50
240332,Ad,0.45
5107,Ad,0.75
25815,Kl,0.51
25590,V,0.55
240225,Ad,0.49
240690,S,0.35
29955,Kl,0.54
33097,Kl,0.53
116911,Kl,0.56
126101,V,1.00
116712,Ad,0.26
33723,Kl,0.39
33477,V,1.00
5522,S,0.99
34725,S,0.68
250718,Ad,0.34
141846,Kl,0.31
106419,Kl,0.51
118415,D,0.24
6754,Ad,0.98
29923,S,0.54
134565,Ad,0.62
88056,D,0.41
49096,S,0.75
107643,Kl,0.61
42935,Ad,0.75
32315,S,0.62
18462,S,0.50
122354,V,0.57
5075,S,0.58
44925,Ad,0.66
143104,S,0.40
70356,S,0.36
100361,S,0.66
111335,S,0.26
205087,Kl,0.40
75928,Kl,0.36
20782,Ad,0.92
4285,Kl,0.70
35150,C,0.23
296245,Kl,0.33
17892,Kl,0.58
85022,Ad,0.38
41922,S,0.61
76027,Kl,0.64
137982,D,0.26
61965,Kl,0.32
174120,Kl,0.52
82849,Ad,0.88
10876,S,0.80
3227,S,0.92
247724,Ad,0.75
136404,Ad,0.49
70148,Kl,0.36
52739,Kl,0.34
80113,Ad,0.53
180158,Ad,0.88
104794,Ad,0.72
3609,D,0.52
77887,Kl,0.30
1408,C,0.96
28464,Ad,0.68
94513,Ad,0.48
96676,V,0.71
26993,Ad,0.88
14927,S,0.88
82918,S,0.50
10259,Cgx,0.69
54502,V,1.00
10477,Ad,0.67
807,Cgx,0.55
49375,Ad,0.27
77782,Ad,0.43
6762,S,0.91
80046,Ad,0.39
10424,Ad,0.25
397346,Ad,0.61
7875,Cgx,0.49
166550,Kl,0.25
44423,Kl,0.32
87246,Kl,0.26
35675,V,1.00
39305,C,0.37
17739,V,1.00
33913,V,0.52
73972,Ad,0.41
1002,S,0.53
51249,Ad,0.30
3976,D,0.62
21745,Ad,0.33
37646,V,0.98
8564,Bk,0.83
60247,V,0.53
51222,Ad,0.67
18702,Ad,0.93
67809,Ad,0.94
200217,Ad,0.83
72591,Ad,0.47
88494,V,1.00
85807,S,0.47
316550,Ad,0.49
152111,Ad,0.54
208067,Ad,0.74
2968,Cgx,0.38
2015 OV65,V,0.53
305431,Ad,0.63
68108,S,0.97
88163,S,0.93
439645,Ad,0.81
86058,C,0.30
70380,S,0.93
98697,S,0.44
209263,V,0.56
62344,Bk,0.45
83143,S,0.58
131090,S,0.53
105748,S,0.34
133572,Ad,0.83
13000,Kl,0.59
350974,Cgx,0.28
3900,V,1.00
6587,V,1.00
16744,S,0.94
86837,Kl,0.85
250830,Ad,0.76
70935,S,0.74
114595,Kl,0.34
173499,Ad,0.25
105152,S,0.83
6936,S,0.97
5859,S,0.57
6346,S,0.45
39231,Ad,0.98
8546,S,0.53
50150,Ad,0.56
25485,S,0.63
36094,Ad,0.87
13384,S,0.46
3241,Kl,0.41
42519,Ad,0.55
69045,S,0.87
29482,Cgx,0.28
20640,Ad,0.64
30961,V,1.00
91451,Ad,0.19
103286,Bk,0.45
27859,Ad,0.75
52336,S,0.58
71607,Ad,0.85
65849,Ad,0.57
288077,V,0.69
123865,Kl,0.23
72558,Kl,0.18
178303,S,0.92
177636,S,0.50
54129,S,0.99
17772,S,0.79
106886,Ad,0.62
72763,S,0.52
19065,Ad,0.35
205661,Ad,0.99
55292,Ad,0.74
94064,Ad,0.29
13450,S,0.32
41282,Ad,0.27
121689,Cgx,0.29
89812,Ad,0.87
326070,Ad,0.40
167266,Ad,0.51
24425,Bk,0.87
207065,V,0.99
2002 YT15,S,0.24
249193,S,0.95
326125,Ad,0.35
168571,Ad,0.41
89037,Ad,0.95
25157,Ad,0.51
10401,Ad,0.92
66113,Ad,0.46
45347,Ad,0.60
6156,Kl,0.53
42126,C,0.39
8276,V,0.98
7972,Ad,0.23
62,Kl,0.47
1045,S,0.85
2534,Xt,0.40
13490,C,0.30
8675,Cgx,0.45
86166,Ad,0.80
353335,S,0.55
13222,S,0.75
198831,Xt,0.27
21648,Kl,0.73
176550,S,0.66
22692,Kl,0.30
38507,D,0.74
188546,S,0.46
167259,S,0.49
176517,S,0.21
116416,S,0.54
350749,S,0.27
184204,Ad,0.32
39675,Ad,0.95
41930,V,0.33
8848,Kl,0.68
14274,Kl,0.55
222166,Ad,0.39
98276,Ad,0.79
137875,Ad,0.37
35249,Kl,0.26
168603,Bk,0.34
3562,S,0.61
12922,Ad,0.66
14175,Ad,0.64
5374,C,0.35
34256,V,0.98
8344,Ad,0.97
13787,D,0.57
9657,C,0.48
267527,V,0.51
258998,Ad,0.99
21762,S,0.87
17656,Ad,0.94
54535,Kl,0.35
301741,D,0.31
179362,Kl,0.30
28432,S,0.97
18412,Kl,0.76
21206,S,0.57
27598,V,0.61
107982,S,0.17
8525,Ad,0.59
98703,S,0.26
93906,C,0.53
119169,V,1.00
46141,Ad,0.73
10311,Ad,0.99
41512,S,0.33
38992,Ad,0.48
168621,V,0.37
96354,Ad,0.79
4169,Ad,0.52
66981,Ad,0.70
92054,Ad,0.33
258455,Ad,0.76
71488,C,0.26
217746,Ad,0.49
6198,Ad,0.99
29767,Kl,0.35
10651,Ad,0.38
282964,Kl,0.24
120054,V,1.00
74148,S,0.39
242690,S,0.27
2014 JV,Ad,0.35
103581,V,1.00
79090,V,0.95
26252,S,0.95
23636,S,0.94
356354,Ad,0.58
34493,Kl,0.56
173789,S,0.19
216698,Kl,0.56
92686,V,1.00
72355,S,0.48
90568,Ad,0.63
355539,Ad,0.36
178744,Ad,0.76
180096,Ad,0.75
6967,S,0.96
54955,S,0.44
32176,V,1.00
2323,C,0.55
43866,Ad,0.99
146687,Kl,0.31
121651,Kl,0.27
50769,Ad,0.81
84605,S,0.77
83863,S,0.94
93989,Ad,0.26
1852,Kl,0.62
23227,S,0.63
128836,Ad,0.72
296561,Ad,0.64
59323,Ad,0.74
94102,Kl,0.41
52407,S,0.60
110705,Ad,0.95
122899,Ad,0.91
351216,Kl,0.22
220180,S,0.48
89526,Ad,0.82
7856,S,0.38
10802,Kl,0.27
38459,S,0.40
18821,S,0.55
23065,S,0.86
13244,Kl,0.47
12804,Ad,0.31
9589,V,1.00
7032,Ad,0.98
32894,Ad,0.27
33143,Ad,0.71
37207,S,0.88
1932,S,0.89
20126,Ad,0.60
17671,Ad,0.87
17779,S,0.93
130144,Ad,0.57
32682,Ad,0.85
75281,V,0.95
72485,Ad,0.97
32745,S,0.25
561,Xt,0.34
3623,V,0.65
40230,S,0.64
124021,Ad,0.89
55700,V,1.00
361796,C,0.27
211315,Kl,0.43
47661,S,0.99
151547,V,0.88
63108,S,0.65
26501,S,0.94
36574,Kl,0.65
298230,Ad,0.66
122306,V,1.00
13990,S,0.99
309483,S,0.28
104000,C,0.32
172351,Ad,0.71
156031,S,0.50
207296,Kl,0.55
163872,Ad,0.60
19101,Kl,0.40
288819,V,0.99
282314,Kl,0.22
60913,S,0.62
38582,Xt,0.35
22036,S,0.79
71474,S,0.45
6323,Ad,0.79
6910,Kl,0.44
50212,Ad,0.74
89903,Ad,1.00
44994,Ad,0.30
26971,Ad,0.94
22196,S,0.61
22493,Ad,0.40
6442,V,1.00
94051,Ad,0.51
9134,Bk,0.26
130797,V,1.00
54867,Kl,0.45
50300,Ad,0.92
20528,S,0.49
33802,Cgx,0.39
517,C,0.75
38441,S,0.68
67216,Ad,0.62
11276,Ad,0.87
175771,V,0.72
362930,Ad,0.63
71591,Ad,0.22
61067,S,0.69
63109,Cgx,0.28
303536,S,0.40
246600,V,1.00
398007,Ad,0.46
286502,Kl,0.28
290132,Ad,0.56
143198,S,0.95
323626,C,0.35
47481,S,0.94
16971,S,0.97
90692,V,0.66
51576,Xt,0.33
91343,V,1.00
159601,V,1.00
133558,Bk,0.84
244913,Ad,0.75
231160,S,0.48
298198,Ad,0.45
37234,V,1.00
185142,Ad,0.82
88152,Cgx,0.41
106640,V,1.00
63997,V,1.00
13158,S,0.94
255106,Kl,0.25
30818,V,1.00
71246,Ad,0.30
248136,Kl,0.25
233508,Ad,0.46
76328,S,0.86
4223,Xt,0.39
354692,C,0.26
62839,Kl,0.54
184909,Kl,0.22
302771,S,0.61
397020,Ad,0.84
36092,Kl,0.56
350026,Ad,0.41
288274,Ad,0.56
122797,V,1.00
146173,Kl,0.17
146119,S,0.34
174971,Bk,0.24
121255,Ad,0.39
1018,S,0.98
84044,Ad,0.38
47086,S,0.89
91724,Kl,0.41
90750,Ad,0.86
51594,Ad,0.92
4465,Kl,0.34
28844,S,0.50
975,S,0.97
9765,S,0.60
95495,Ad,0.23
8695,S,0.64
134764,S,0.33
64385,V,0.42
47953,Ad,0.77
32706,Bk,0.30
108513,Ad,0.53
165448,Ad,0.78
84768,S,0.34
5564,S,0.99
78174,Ad,1.00
81472,Ad,0.85
17746,C,0.38
86209,C,0.30
6900,Ad,0.97
139665,Kl,0.28
31144,D,0.45
38401,Ad,0.71
95208,Bk,0.27
130577,Ad,0.81
94591,Ad,0.88
128179,Ad,0.90
111353,Ad,0.88
70672,Ad,0.51
161675,Ad,0.54
59841,S,0.78
129576,Ad,0.96
94355,V,1.00
283574,Ad,0.53
184590,Ad,0.54
295735,Ad,0.26
34970,Cgx,0.35
178477,Kl,0.27
18039,Cgx,0.38
113928,S,0.98
152933,V,1.00
453256,S,0.38
395211,S,0.77
80153,S,0.88
393561,S,0.20
31287,Cgx,0.39
31288,Kl,0.56
209231,Ad,0.34
247823,Ad,0.39
296415,Ad,0.30
34240,Kl,0.46
243351,Ad,0.34
102488,S,0.48
4719,Cgx,0.59
62151,S,0.96
121610,S,0.40
216502,S,0.54
210833,Bk,0.86
120527,Kl,0.19
12428,S,0.99
63592,Ad,0.48
57205,V,0.66
49470,C,0.83
250756,Kl,0.36
179405,Ad,0.89
18317,C,0.54
16283,Kl,0.55
398695,S,0.30
106555,Kl,0.31
29220,Kl,0.66
302091,Bk,0.24
1348,S,0.97
67233,Kl,0.77
223310,Ad,0.62
55744,Kl,0.34
52777,Ad,0.44
7497,S,0.91
19578,S,0.99
96952,Ad,0.78
19090,V,1.00
1123,S,0.75
135949,Ad,0.17
64614,S,0.73
204388,Ad,0.75
40249,S,0.84
90440,Kl,0.35
144079,Ad,0.39
73722,V,0.98
9574,S,0.82
16088,Cgx,0.38
50224,S,0.64
61241,V,1.00
79052,S,0.68
41970,S,0.82
29716,Kl,0.33
115846,Ad,0.88
53969,S,0.74
6311,S,0.68
39161,S,0.56
105441,Ad,0.92
28054,S,0.42
29665,Kl,0.60
32392,Kl,0.78
391050,S,0.89
44540,S,0.93
293450,S,0.63
312666,Ad,0.71
111749,S,0.53
8340,Ad,0.68
263354,Ad,0.22
61525,Ad,0.43
76280,Kl,0.33
15997,Ad,0.85
354047,Ad,0.28
56599,V,1.00
339019,S,0.52
90353,S,0.43
151996,S,0.81
346947,V,0.97
75644,Cgx,0.36
105559,S,0.91
394012,Ad,0.44
302688,D,0.25
206676,Ad,0.52
52045,S,0.63
242769,Kl,0.25
146218,Kl,0.59
197562,D,0.45
138297,Kl,0.25
248244,S,0.22
184936,Ad,0.35
20683,Kl,0.47
120986,Kl,0.43
302794,C,0.38
111663,S,0.47
304973,Ad,0.35
127661,Ad,0.57
186970,Ad,0.55
287300,Kl,0.20
114659,V,1.00
98594,Ad,0.60
155368,Ad,0.89
146337,S,0.55
24817,Ad,0.66
2897,S,0.94
49181,Kl,0.40
30848,S,0.68
115946,Ad,0.79
96636,S,0.63
188326,Kl,0.40
257,Cgx,0.59
9985,S,0.86
31410,C,0.38
98963,C,0.42
161482,S,0.50
68248,Ad,0.44
2011,V,1.00
161471,Ad,0.43
45191,D,0.39
113743,S,0.68
322542,V,1.00
76079,Kl,0.37
316627,V,1.00
402241,Bk,0.28
165275,Ad,0.29
211714,Kl,0.29
94693,Ad,0.26
71634,D,0.27
150211,S,0.39
123095,D,0.38
10528,S,0.85
31192,S,0.93
23037,S,0.94
4473,Cgx,0.34
25514,S,0.42
18346,C,0.81
109204,Kl,0.18
85228,Ad,0.32
162548,Ad,0.97
18288,S,0.40
15763,S,0.37
36231,Ad,0.27
16348,S,0.63
25356,Ad,1.00
97404,Ad,0.48
1912,S,0.91
13150,S,0.72
69869,Ad,0.84
460086,Ad,0.89
362923,Ad,0.34
28227,S,0.33
96705,Ad,0.88
56838,Ad,0.78
258461,S,0.91
121784,Kl,0.42
160716,S,0.69
16233,S,0.99
4749,Kl,0.46
19684,S,0.84
34086,V,0.91
958,D,0.69
3613,V,1.00
125969,Ad,0.97
401544,Xt,0.30
121096,C,0.20
459918,Ad,0.81
143275,S,0.68
123653,V,0.44
46661,S,0.56
51656,S,0.52
98284,Ad,0.93
28765,S,0.89
2418,Bk,0.53
50711,Ad,0.76
120753,Ad,0.84
110240,Ad,0.32
42776,S,0.42
3592,S,0.85
22972,Cgx,0.34
162314,Ad,0.89
179349,Ad,0.90
296456,V,0.71
213279,Ad,0.68
39366,S,0.91
84739,V,0.98
78303,S,0.83
122458,C,0.17
31480,Ad,0.25
287779,Kl,0.24
202334,S,0.50
89917,Kl,0.49
90314,Kl,0.76
36670,S,0.90
263397,Ad,0.24
399198,S,0.40
247849,Ad,0.99
75484,Ad,0.96
56134,S,0.57
91921,S,0.47
154976,Ad,0.44
13792,S,0.36
98494,Ad,1.00
26095,S,0.98
439717,Ad,0.22
203387,Kl,0.19
190747,Ad,0.99
10355,S,0.75
20603,Bk,0.65
190160,Ad,0.81
184681,S,0.41
119824,C,0.42
81317,S,0.64
174312,Ad,0.41
70210,Ad,0.49
20843,D,0.22
25401,S,0.97
33618,Ad,0.49
107020,Ad,1.00
21579,C,0.37
41384,Ad,0.38
24187,S,0.39
40620,Bk,0.23
96552,Kl,0.44
102899,S,0.29
110198,Ad,0.43
26361,S,0.96
95614,Bk,0.30
49211,Ad,0.17
78785,S,0.95
6462,Xt,0.55
76333,S,0.87
120922,Ad,0.97
136433,Ad,0.24
41960,Ad,0.74
